ID	taskID	catalogNumber	country	eventDate	eventID	fieldNotes	fieldNumber	locationID	relatedResourceID	scientificName	stateProvince	transcriberNotes	validatorNotes	verbatimElevation	verbatimLatitude	verbatimLocality	verbatimLocalityID	verbatimLongitude	collector1	collector2	collector3	collector4
717	2654624	1194232	Brazil	12/15/1948		1954509	2333			Passiflora caerulea	Santa Catarina			1900 m.		Campo dos Padres			Reitz			
718	2654634	1194233	Brazil	1/2/1904		1232862	3037			Passiflora caerulea	Parana								"Dusen, P."			
719	2654644	1194234	Brazil	1892-09-17		1124339	245			Passiflora caerulea	Rio Grande do Sul	from Botanical Museum of Stockholm				Porto Alegre			"Lindman, C.A.M."			
720	2654654	1194235	Paraguay	12/9/1991		3377625	29231			Passiflora caerulea	Central				25°30' S	"Tavarory. 3 km S from administration, 1 km E. of Rio Paraguay. Savanna."		57°30' W	"Zardini, E."	"Tilleria, T."		
721	2654664	1194236	Paraguay	1/9/1937		1705610	4942			Passiflora caerulea	Alto Paraná					Campo Grande near Jardin Botanico			"Archer, W. A."			
722	2654674	1194237	Paraguay	1913-10		1194187	12319			Passiflora caerulea	Paraguari					"Cordillera de Altos, \nParaguaria Centralis"			"Hassler, E."			
723	2654684	1194238	Paraguay	1853/1856		81278	s.n.			Passiflora caerulea						Exploration of the River La Plata and adjacent countries			"Palmer, Edward"			
724	2654694	1194239	Uruguay	11/16/1936		1705457	4455			Passiflora caerulea		Ribera not located/identified.				near Ribera (Rivera)			"Archer, W. A."			
725	2654704	1194240	Uruguay	1931-11		1934674	718c			Passiflora caerulea	Rocha		Ex. Herb. Herter No. 87560	10-50 m		Sta. Teresa			"Herter, W. G."			
726	2654714	1194241	Uruguay	1823-09		1234079	s.n.			Passiflora caerulea		? Selto or Selte - collector\n? Ilineon	"Coll. Sello aka Sellow, Friedrich\nLoc. Gallinas clear, two words before it illegible."			I.(?) Gallinas			Ex Museo botanico Berolinensi			
727	2654724	1194242	Brazil			101329	s.n.			Passiflora campanulata	Sao Paulo		"No date\nEx Herb. Mus. Paris\n\nCollector's name from photograph, high res. image."						Puiggari			
728	2654734	1194243	Brazil	1/25/1952		2221358	4018			Passiflora candida	Para		"Cachoeira do Chacarao, waterfall, is located in Amazonas."			"alto Tapajos, Vila Nova, perto de Onchoedre do Chacorao, terra firme."			"Pirea, J. N."			
729	2654744	1194244	Brazil	8/17/1907		1443085	8367			Passiflora candida	Para		Confirmed Collector's name: \nAdolf Ducke through search on Herb. Amazonicum.			Faro			"Ducke, A."			
730	2654754	1194245	Brazil	12/19/1929		1574390	23559			Passiflora candida	Amazonas	? Duche				Manaos [Manaus]			"Duche, A."			
731	2654764	1194246	Brazil	1909-06		1615478	7851			Passiflora capparidifolia	Amazonas					"San Marcos, Rio Branco"			"Ule, E."			
732	2654774	1194247	Brazil	4/12/1960		2369762	1844			Passiflora capsularis	Sao Paulo			800-1000 m.	23°20' S.	"Municipio de Mairipora (eastern boundary): 18.0 km. north along road from Rio-Sao Paulo highway towards Nazare Paulista. 4.3 km. south of village of Tapera Grande. Near southwest end of Serra do Itaberaba (or Itabera). 23°20-1'S., 46°35'W. 800-1000 m. a"		46°35' W.	"Eiten, George"	"Eiten, Liene T."		
733	2654784	1194248	Paraguay	1/11/1959		2432834	5264			Passiflora capsularis	Central					"Hedges, roadsides, etc. Villa Elisa\n"			"Pedersen, Troels Myndel"			
734	2654794	1194249	Colombia	12/4/1939		1779511	8265			Passiflora capsularis	Tolima			1580 meters		"Depto. Tolima, El Fresno, region de ""Cerro Azul"" hacienda de ""El Diamante."""			"Barriga, H. Garcia"			
735	2654804	1194250	Brazil	4/9/1975		2931993	36609			Passiflora capsularis	Parana					Passinho (mun. Laranjeiras do Sul) Parana			"Hatschbach, G."			
736	2654814	1194251	Brazil	1/1/1964		2841416	16785			Passiflora capsularis	Santa Catarina			250 m.		"Barra do Macaco-branco, Itapiranga"			Reitz	Klein		
737	2654824	1194252	Brazil	1925-04-30/1925-05-04		1257803	9631			Passiflora capsularis	Espirito Santo			814 m.		Serra Do Caparao			"Chase, Agnes"			
738	2654834	1194253	Brazil	7/1/1956		2220659	2335			Passiflora capsularis	Santa Catarina			300 m.		"Braco Joaquim, Luis Alves, Itajai\n"			Reitz	Klein		
739	2654844	1194254	Brazil			942307	639			Passiflora capsularis	Minas Gerais	Ser. III No. 639\n\nOther number on label: 181076 \ncould be date? 1876-10-18	"HUH confirms collecting by this collector in this location, but without confirmation of date. 1876-10-18 is a reasonable one"						"Regnell, A. F."			
740	2654854	1194255	Colombia	1939-06-08/1939-06-13		1775887	7729			Passiflora capsularis	Cundinamarca			about 1275 meters		Dept. Cundinamarca: Caparrapi			"Garcia, Hernanco E."			
741	2654864	1194256	Colombia	1917-12-26/1917-12-29		1042820	3424			Passiflora capsularis	Tolima			700-900 m.		"Department of Tolima, Libano"			"Pennell, Francis W."			
742	2654874	1194257	Colombia	5/10/1922		1141377	5371			Passiflora capsularis	Valle del Cauca			300-400 m.		Department of El Valle\nCisneros\nDagua Valley			"Killip, Ellsworth P."			
743	2654884	1194258	Colombia	9/15/1922		1141532	10613			Passiflora capsularis	Risaralda	Cannot identify 'Belen' in Caldas dept.	there is a Belen in Risaralda. Risaralda was created from part of Caldas in 1966.	1500-1700 m.		"Cordillera Occidental, Belen."			"Pennell, Francis W."			
744	2654894	1194259	Colombia	9/21/1922		1141539	10895			Passiflora capsularis	Antioquia			900 - 1500 m.		"Santa Barbara, Cauca Valley"			"Pennell, Francis W."			
745	2654904	1194260	Colombia	1922-05-26/1922-05-30		1141396	6167			Passiflora capsularis	Valle del Cauca			1090-1100 m.		"Department of El Valle, \n""La Manuelita,"" Palmira\nCauca Valley"			"Pennell, Francis W."	"Killip, Ellsworth P."		
746	2654914	1194261	Colombia	9/21/1922		1141555	11443			Passiflora capsularis	Valle del Cauca			300 - 500 m.		Department of El Valle: Cisneros\nDagua Valley			"Killip, Ellsworth P."			
747	2654924	1194262	Colombia	4/19/1948		1998520	180634			Passiflora capsularis	Antioquia			ca. 100 m.		En solvas humedas y densas cerca a Villa Arteaga.			"Soto, Francisco Sierra"	"Barkley, Fred A."		
748	2654934	1194263	Colombia			942301	4723			Passiflora capsularis	Magdalena	Could not identify an Event Date	no date			Antioquia: Salamina			"Lehmann, F. C."			
749	2654944	1194264	Colombia	5/23/1936		1740351	941			Passiflora capsularis	Antioquia					Hatillo			"Daniel, Bro."			
750	2654954	1194265	Paraguay	10/28/1992		3377624	33371			Passiflora capsularis	Central			157 m.	25°38' S	Central: Estero del Ypoa. Tacuara. \n4 km NW of Cerro Pe. Cerrado Forest.		57°28' W	"Zardini, E."	"Guerrero, L."		
751	2654964	1194266	Paraguay	1853/1856		81280	s.n.			Passiflora capsularis						Exploration of the River La Plata\nand adjacent countries during the years 1853-56 in charge of Capt. E. J. Page.			"Palmer, Edward"			
752	2654974	1194267	Paraguay	1854		227540	s.n.			Passiflora capsularis		no locality details	Title of Expedition and handwritten note on lower right of sheet provide only locality info. Paraguay is within the Plata River Basin			River Plata and adjacent countries			"Page, T. J."	"Palmer, Edward"		
753	2654984	1194268	Paraguay	8/31/1960		2454418	1206			Passiflora capsularis	Alto Paraguay					"Primavera, Alto Paraguay"			"Woolston, Arthur"			
754	2654994	1194269	Paraguay	1909/1910		1157306	6027			Passiflora capsularis	Alto Parana					In regione fluminis Alto Parana			"Fiebrig, K."			
755	2655004	1194270	Colombia	1927-01-04/1927-01-10		1352214	16477			Passiflora capsularis	Santander			"about 1,700 meters"		Vicinity of Surata; thickets along river.			"Killip, E. P."	"Smith, Albert C."		
756	2662009	1187451	Panama	2/24/1973		2745333	197			Passiflora pittieri	Chiriqui			400-500 m.		"Province of Chiriqui: Burica Peninsula\nPrimary forest; San Bartolo Limite, 12 mi west of Puerto Armuelles"			"Liesner, R. L."			
757	2662019	1187452	Panama	3/8/1938		1843685	140			Passiflora pittieri	Veraguas					Isla de Coiba			"Mendez, A."			
758	2662029	1187453	Panama	1914-06		717020	6964			Passiflora pittieri	Darien					"Forests around Pinogana, southern Darien"			"Pittier, H."			
759	2662039	1187455	Guatemala	11/11/1940		1894024	76875			Passiflora platyloba	Jalapa			ca. 1500 m.		Mountains along road between Jalapa and Monjas.			"Standley, Paul C."			
760	2662049	1187456	Honduras	8/16/1949		2021285	22654			Passiflora platyloba	Francisco Morazán			ca. 900 m.		"Near El Jicarito, along road toward El Pedregal."			"Standley, Paul C."			
761	2662059	1187457	Honduras	1948-10/1948-11		2020975	12744			Passiflora platyloba	Francisco Morazán			1000-1200 m.		"Dept. Morazan: Along and near Rio Agua Amarilla, above El Zamorano."			"Standley, Paul C."			
762	2662069	1187459	Honduras	6/13/1947		1975461	95			Passiflora platyloba	Francisco Morazán			850 m.		"In tree along Rio Yeguaro near Villa Nueva, Departamento Morazan"			"Molina R., Antonio"			
763	2662079	1187460	Honduras	5/26/1951		2085667	28495			Passiflora platyloba	Francisco Morazán			900-1300 m.		Mountains above El Jicarito.			"Standley, Paul C."			
764	2662089	1187461	El Salvador	1921-12-30/1921-12-31		1135397	19487			Passiflora platyloba	San Salvador					"Vicinity of Tonacatepeque, Departamento de San Salvador"			"Standley, Paul C."			
765	2662099	1187463	Panama	2/16/1946		2024339	1402			Passiflora platyloba	Panama					"San Jose Island, Perlas archipelago, Gulf of Panama, (about 55 miles SSE of Balboa). Volmer's Lane, climbing in open woods.\n"			"Johnston, Ivan M."			
766	2662109	1187464	Honduras	6/29/1949		2021200	20483			Passiflora platyloba	Francisco Morazan			820-950 m.		"El Jicarito, above El Zamorano, thickets and low forest near Rio Caparrosa."			"Standley, Paul C."			
767	2662119	1187465	Costa Rica	1924-04-01/1924-04-03		1228908	40050			Passiflora platyloba	Alajuela	checked high res. image for date.		about 240 m.		El Coyolar [Cololar]			"Standley, Paul C."			
768	2662129	1187467	Panama	2/6/1997		3621121	11400			Passiflora seemannii	Panama					"Colectado a oriillas del Camino, dentro del Parque."			"Correa, M. D. A."	"Sanchez, M."	"Ramos, A."	"Murillo, V."
769	2662139	1187468	Panama	12/17/1923		1225429	27291			Passiflora seemannii	Colon					"Hills west of the Canal, near Gatun, Canal Zone"			"Standley, Paul C."			
770	2662149	1187469	Panama	1/9/1924		1225447	30286			Passiflora seemannii	Colon					"Between France Field, Canal Zone and Catival,"			"Standley, Paul C."			
771	2662159	1187471	Panama	12/3/1923		1225424	25819			Passiflora seemannii	Panama					"Las Cascadas Plantation, near Summit, Canal Zone."			"Standley, Paul C."			
772	2662169	1187472	Panama	1923-06-01/1923-06-03		1180243	6730			Passiflora seemannii	Panama					"Near Tapia River, Juan Diaz region, Province of Panama"			"Maxon, William R."			
773	2662179	1187473	Panama	1923-06-01/1923-06-03		1180242	6730			Passiflora seemannii	Panama					"Near Tapia River, Juan Diaz region, Province of Panama. Roadside thicket."			"Maxon, William R."			
774	2662189	1187475	Nicaragua	3/20/1922		None on sheet	22			Passiflora seemannii	Granada		No USNM			Eden			Huber	Street		
775	2662199	1187476	Panama	1/21/1911		677192	2515			Passiflora seemannii	Panama					"Along canal above Las Cascadas, Canal Zone"			"Gaillard, J. D."			
776	2662209	1187477	Panama	2/12/1911		675135	4765			Passiflora seemannii	Colon			10-20 m.		"Alluvial bottom near Bohio, Canal Zone."			"Maxon, William R."			
777	2662219	1187479	Costa Rica	11/20/1968		3054518	1359			Passiflora seemannii	Limon			220 m.		"5 km. SW of Siquirres, open roadside."			"Davidse, Gerrit"	"Pohl, Richard W."		
778	2662229	1187480	Costa Rica	3/2/1966		3590802	3811			Passiflora seemannii			Unable to determine 1st order admin.  Pejiballe not identified.	600 m.		Entre San Marcos y Las Mesas. Via Pejiballe.			"Jimenez, Alfonso M."			
779	2662239	1187481	Costa Rica	3/2/1966		3590801	18230			Passiflora seemannii	San José			340 m.		"edge of road above Rio Pejibaye. El General Valley, vicinity of San Isidro El General."			"Molina R., Antonio"	"Burger, William C."	"Wallenta, Bruce"	
780	2662249	1187483	Costa Rica	1951-10-26/1951-10-28		2085271	4445			Passiflora seemannii	Limon					Drenaje de Rio Valle Estrella			"Shank, Paul J."	"Molina, Antonio R."		
781	2662259	1187484	Panama	1/4/1924		1225439	29566			Passiflora seemannii	Panama					"Las Cascadas Plantation, near Summit, Canal Zone."			"Standley, Paul C."			
782	2662269	1187485	Panama	1850-03		42876	120			Passiflora seemannii	Colon		"Could be May, but probably March"			"Chagres, Isthmus of Panama"			"Fendler, A."			
783	2662279	1187487	Panama	3/27/1974		2788303	10904			Passiflora seemannii	Colon		"Additional ref. numbers on label are:\n17PPA\n342386, 342387\n343386, 343387"	9 m.		Thickets and weedy roadside along Portobello Road at bridge over Rio Viejo. 4 km NE of Puerto Pilon			"Nee, M."	"Tyson, E."		
784	2662289	1187488	Panama	4/7/1921		1084275	53			Passiflora seemannii	Colon					Gatun			"Heriberto, Bro."			
785	2662299	1187489	Panama	1/24/2008		3555458	764			Passiflora quadrangularis	Chiriqui			91 m.	"8°16'12"" N"	Distrito de San Felix\nA +/- 2 km de la carretera Panamericana. Entrada de Las Lajas.		"81°52'25"" W"	"Hernandez, Fermin"	"Galdames, C."	"Stapf, M."	
786	2662309	1187491	Nicaragua			1841389	A685			Passiflora quadrangularis	Managua		Cultivated.\nNo date			Vicinity of Managua. Cultivated.			"Garnier, Antonio Bro."			
787	2662319	1187492	Costa Rica	6/6/1949		1979447	5300			Passiflora quadrangularis	Puntarenas			sea level		"Canton de Osa: Vicinity of Equinas Experiment Station, Golfo Dulce Area."			"Allen, Paul H."			
788	2662329	1187493	Panama	8/1/1967		2547229	7455			Passiflora quadrangularis	Chiriqui			1000 ft.		"Chiriqui: Tolé, vicinity of Santa Ana Well; thicket on hillside paralleling brook."			"Dwyer, J. D."	"Kirkbride, J. H."		
789	2662339	1187495	Costa Rica	1/7/1992		3221099	92-01763			Passiflora quadrangularis	Puntarenas					"Puntarenas: Pavones Beach area, 42 km South on the turnoff to Pueblo Nuevo and beyond from the road between Golfito and Rio Claro."			"Grant, J. R."	"Rundell, J. R."		
790	2662349	1187496	Panama	1/12/1970		2640219	10858			Passiflora quadrangularis	Colon			ca. 650 ft.		Provincia de Colon: Lumber road about 8 km. NE of Santa Rita along ridge.			"Wilbur, R. L."	"Weaver, R. E."		
791	2662359	1187497	Panama	11/20/1974		2788081	3428			Passiflora quadrangularis	Panama			550 m.		"Gorgas Memorial Labs Yellow Fever research camp, ca. 25 km NE of Cerro Azul on Rio Piedras."			"Barrett, George Jr."	"Mori, S."	" Kallunki, J."	
792	2662369	1187499	Costa Rica	1896-05		941610	6527			Passiflora quadrangularis				250 m.		"Rio Verde, Llanuras de Santa Clara"			"Smith, John Donnell"			
793	2662379	1187500	Guatemala	1892-04		941609	2466			Passiflora quadrangularis	Suchitepéquez			1100 ft.		Cuyotenango			"Smith, John Donnell"			
794	2662389	1193501	Costa Rica	1926-02-18/1926-02-19		1251968	48420			Passiflora quadrangularis	Limon			25 meters		"Finca Montecristo, on the Rio Reventazon below Cairo, Provincia de Limon."			"Standley, Paul C."	"Valerio, Juvenal"		
795	2662399	1193503	El Salvador	1921-12-30/1921-12-31		1135395	19485			Passiflora quadrangularis	San Salvador					Vicinity of Tonacatepeque			"Standley, Paul C."			
796	2662409	1193504	El Salvador	1921		1151061	52			Passiflora quadrangularis	San Salvador					San Salvador			"Calderon, Salvador"			
797	2662419	1193505	Costa Rica	1924-04-01/1924-04-03-3		1228900	40041			Passiflora quadrangularis	Alajuela			ca. 240 m.		Along quebrada. El Coyolar.			"Standley, Paul C."			
798	2662429	1193507	Costa Rica	1924-03-12/1924-03-13		1227793	37159			Passiflora quadrangularis	Limón			300-500 m.		Vicinity of Guapiles			"Standley, Paul C."			
799	2662439	1193508	Panama	1/21/1924		1225464	32057			Passiflora quadrangularis	Panama					Between Matias Hernandez and Juan Diaz			"Standley, Paul C."			
800	2662449	1193509	Panama	1850-03		42875	119			Passiflora quadrangularis	Colon	Confirmed A. Fendler as collector in Panama in 1850.				"Chagres, Isthmus of Panama"			"Fendler, A."			
801	2662459	1193511	Guatemala	1889-05		1360058	1626			Passiflora quadrangularis	Alta Verapaz			450 ft.		Panzos			"Smith, John Donnell"			
802	2662469	1193512	Guatemala	1892-04		none on sheet	2466			Passiflora quadrangularis	Suchitepéquez	No USNM		1100 ft.		Cuyotenango			"Smith, John Donnell"			
803	2662479	1193513	Costa Rica	1899-01		1360079	7522			Passiflora quadrangularis	Cartago		Additional ref. number:\nN. 13207 herb. nat. Cost.\n\nCollector number on this specimen relates to the J.D. Smith collection.	630 m.		"Aragon, Turrialba"			"Pittier, H."			
804	2662489	1193515	Costa Rica	1926-02-18/1926-02-19		1252087	48400			Passiflora quadrangularis	Limon			25 m.		"Finca Montecristo, on the Rio Reventazon below Cairo,"			"Standley, Paul C."	"Valerio, Juvenal"		
805	2662499	1193516	Guatemala	1891-09		1419095	447			Passiflora quadrangularis	Suchitepéquez			650 ft.		Las Ánimas			"Shannon, W. C."			
806	2662509	1193518	El Salvador	1922-01-09/1922-01-27		1135631	19733			Passiflora quinquangularis	Ahuachapan	Checked date on high res. image.		800-1000 m.		Vicinity of Ahuachapan.			"Standley, Paul C."			
807	2662519	1193520	United States	1983-07		3422201	626			Passiflora quinquangularis	North Carolina		Cultivated.\nfrom material from Guatemala	2850 ft.		"Cultivated at Duke University from live stems collected 27 Jan. 1980 at Santa Rosa: 6 mi E of Rd. to Cuilapa on CA-1, ca. 3 mi. W of intersection of CA-1 with CA-8 to Valle Nuevo."			"MacDougal, J."			
808	2662529	1193522	Mexico	1912-08		464480	5881			Passiflora rovirosae	Veracruz-Llave					"Misantla, Vera Cruz"			"Purpus, C. A."			
809	2662539	1194045	Peru	1929-08-03/1929-08-11		1356523	27468			Passiflora alata	Loreto			100 meters		Dept. Loreto: Iquitos			"Killip, E. P."	"Smith, A. C."		
